Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Tyler Johnson,4500,PHO,PG,@ SAC,,31.00,35.20,7,231,360,110.75,110.75,52.97,7.23,26.5,5.89
Dion Waiters,4400,MIA,SG,@ GSW,,28.00,25.93,19,221.5,750,104,0.25,37.14,10.01,23.84,5.42
Kyle Kuzma,5600,LAL,PF,@ PHI,,32.00,26.62,3,235,210,114.5,114.5,43.01,15.10,28.98,5.18
Terrence Ross,5700,ORL,SG,@ ATL,,29.00,20.55,13,224.5,-111,112.75,-0.5,58.23,6.03,29.13,5.11
Willie Cauley-Stein,5700,SAC,C,PHO,,27.00,33.99,24,231,-450,120.25,120.25,41.82,15.06,28.96,5.08
Bam Adebayo,4100,MIA,PF,@ GSW,,22.00,31.34,9,221.5,750,104,0.25,34.21,5.29,20.66,5.04
Aaron Gordon,7100,ORL,PF,@ ATL,,34.00,36.68,28,224.5,-111,112.75,-0.5,60.72,14.63,35.51,5
JaVale McGee,5500,LAL,C,@ PHI,,25.00,33.06,19,235,210,114.5,114.5,47.10,13.49,27.37,4.98
Rodney Hood,4100,POR,SF,@ DAL,,26.00,25.59,17,219.5,-160,111.25,111.25,34.32,5.62,20.38,4.97
James Johnson,4200,MIA,PF,@ GSW,,25.00,31.55,20,221.5,750,104,0.25,41.21,10.85,20.78,4.95
Bogdan Bogdanovic,6000,SAC,SG,PHO,,30.00,22.59,2,231,-450,120.25,120.25,58.13,10.20,29.57,4.93
Nikola Vucevic,9600,ORL,C,@ ATL,,34.00,27.70,8,224.5,-111,112.75,-0.5,70.71,17.04,47.33,4.93
Devin Booker,8400,PHO,SG,@ SAC,,35.00,35.20,7,231,360,110.75,110.75,74.39,17.45,41.35,4.92
Brandon Ingram,5700,LAL,SF,@ PHI,,34.00,25.43,16,235,210,114.5,114.5,42.48,11.82,28,4.91
Kelly Olynyk,4300,MIA,PF,@ GSW,,24.00,27.07,6,221.5,750,104,0.25,33.75,7.03,21.12,4.91
D.J. Augustin,5000,ORL,PG,@ ATL,,29.00,23.72,23,224.5,-111,112.75,-0.5,43.83,11.61,24.5,4.9
Maxi Kleber,5200,DAL,PF,POR,,28.00,37.68,29,219.5,138,108.25,108.25,50.14,6.67,25.45,4.89
De'Aaron Fox,7700,SAC,PG,PHO,,33.00,40.63,22,231,-450,120.25,120.25,57.37,19.65,37.57,4.88
Luka Doncic,9800,DAL,SG,POR,,34.00,25.99,20,219.5,138,108.25,108.25,66.22,27.48,47.3,4.83
Ben Simmons,8900,PHI,PG,LAL,,34.00,16.19,1,235,-250,120.5,120.5,62.61,25.66,42.91,4.82
Dorian Finney-Smith,4800,DAL,SF,POR,,32.00,19.51,1,219.5,138,108.25,108.25,43.20,11.89,23.09,4.81
Mikal Bridges,5000,PHO,SF,@ SAC,,34.00,25.50,18,231,360,110.75,110.75,33.70,16.73,24.07,4.81
Boban Marjanovic,3900,PHI,C,LAL,,14.00,33.95,23,235,-250,120.5,120.5,37.48,3.36,18.75,4.81
Stephen Curry,9200,GSW,PG,MIA,,34.00,34.88,6,221.5,-1100,117.5,-0.75,75.34,17.85,44.19,4.8
Rajon Rondo,6100,LAL,PG,@ PHI,,32.00,20.69,15,235,210,114.5,114.5,44.06,9.37,29.2,4.79
Meyers Leonard,3700,POR,PF,@ DAL,,18.00,29.21,14,219.5,-160,111.25,111.25,35.46,4.63,17.74,4.79
Richaun Holmes,3600,PHO,PF,@ SAC,,16.00,33.19,22,231,360,110.75,110.75,34.36,3.08,17.19,4.78
Damian Lillard,10000,POR,PG,@ DAL,,36.00,42.12,26,219.5,-160,111.25,111.25,79.13,23.91,47.81,4.78
John Collins,8000,ATL,PF,ORL,,31.00,34.80,26,224.5,-105,111.75,1,68.87,14.98,37.82,4.73
DeMarcus Cousins,7500,GSW,C,MIA,,25.00,29.73,15,221.5,-1100,117.5,-0.75,51.02,19.11,35.26,4.7
Buddy Hield,6600,SAC,SG,PHO,,32.00,22.68,22,231,-450,120.25,120.25,54.13,12.88,31.04,4.7
