Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Larry Nance,4800,CLE,SF,@ DET,,26.00, , ,216.5,390,103.5,103.5,53.63,24.23,26.83,5.59
D.J. Augustin,4500,ORL,PG,POR,,29.00, , ,213.5,150,104.75,104.75,39.48,14.04,23.64,5.25
Andre Drummond,9500,DET,C,CLE,,35.00, , ,216.5,-500,113,113,72.21,22.37,48.43,5.1
Tristan Thompson,4700,CLE,C,@ DET,,30.00, , ,216.5,390,103.5,103.5,41.31,15.53,23.85,5.07
Kyle Kuzma,7200,LAL,PF,DEN,,37.00, , ,234.5,125,116,116,57.43,17.67,36.28,5.04
Aaron Gordon,7600,ORL,PF,POR,,35.00, , ,213.5,150,104.75,104.75,62.80,24.65,38.22,5.03
Reggie Bullock,4700,DET,SG,CLE,,32.00, , ,216.5,-500,113,113,42.96,13.85,23.55,5.01
JaVale McGee,6200,LAL,C,DEN,,27.00, , ,234.5,125,116,116,52.47,22.27,31.01,5
Al-Farouq Aminu,5400,POR,PF,@ ORL,,31.00, , ,213.5,-170,108.75,108.75,42.32,18.74,26.85,4.97
Jayson Tatum,6700,BOS,PF,@ OKC,,34.00, , ,218,-115,109.5,109.5,52.83,19.21,33.12,4.94
C.J. McCollum,6700,POR,SG,@ ORL,,35.00, , ,213.5,-170,108.75,108.75,52.26,18.23,32.85,4.9
Rodney Hood,4400,CLE,SG,@ DET,,28.00, , ,216.5,390,103.5,103.5,35.82,12.90,21.54,4.9
Langston Galloway,3600,DET,SG,CLE,,22.00, , ,216.5,-500,113,113,35.22,17.62,17.62,4.89
Maurice Harkless,3800,POR,SF,@ ORL,,23.00, , ,213.5,-170,108.75,108.75,34.11,14.54,18.47,4.86
Blake Griffin,9200,DET,PF,CLE,,35.00, , ,216.5,-500,113,113,75.86,24.11,44.65,4.85
Trey Lyles,4400,DEN,PF,@ LAL,,21.50, , ,234.5,-145,118.5,118.5,40.51,18.46,21.32,4.85
Nikola Jokic,10300,DEN,PF,@ LAL,,33.00, , ,234.5,-145,118.5,118.5,77.02,21.14,49.98,4.85
Nikola Vucevic,8200,ORL,C,POR,,32.00, , ,213.5,150,104.75,104.75,62.39,24.96,39.49,4.82
Ish Smith,5100,DET,PG,CLE,,28.50, , ,216.5,-500,113,113,49.00,24.51,24.51,4.81
Torrey Craig,3800,DEN,SG,@ LAL,,25.00, , ,234.5,-145,118.5,118.5,35.25,14.22,18.14,4.77
Paul Millsap,6900,DEN,PF,@ LAL,,31.50, , ,234.5,-145,118.5,118.5,56.64,20.11,32.7,4.74
Cedi Osman,6900,CLE,SF,@ DET,,36.00, , ,216.5,390,103.5,103.5,49.35,17.86,32.47,4.71
Jerami Grant,4600,OKC,PF,BOS,,28.00, , ,218,-105,108.5,108.5,41.16,16.47,21.45,4.66
Lance Stephenson,3900,LAL,SF,DEN,,20.00, , ,234.5,125,116,116,32.31,15.19,18.17,4.66
Jaylen Brown,5000,BOS,SG,@ OKC,,31.00, , ,218,-115,109.5,109.5,37.42,13.96,23.3,4.66
Damian Lillard,9800,POR,PG,@ ORL,,36.00, , ,213.5,-170,108.75,108.75,66.78,22.55,45.46,4.64
Al Horford,6600,BOS,C,@ OKC,,32.00, , ,218,-115,109.5,109.5,47.84,16.64,30.59,4.63
Terry Rozier,4200,BOS,PG,@ OKC,,21.00, , ,218,-115,109.5,109.5,34.92,13.60,19.43,4.63
Jamal Murray,6800,DEN,PG,@ LAL,,32.00, , ,234.5,-145,118.5,118.5,59.28,21.84,31.38,4.61
Reggie Jackson,6600,DET,PG,CLE,,32.50, , ,216.5,-500,113,113,48.71,14.33,30.37,4.6
Stanley Johnson,4600,DET,SF,CLE,,28.00, , ,216.5,-500,113,113,36.35,11.57,21.07,4.58
Lonzo Ball,7300,LAL,PG,DEN,,34.00, , ,234.5,125,116,116,52.98,19.45,33.36,4.57
Kyrie Irving,7700,BOS,PG,@ OKC,,34.00, , ,218,-115,109.5,109.5,51.85,22.73,35.08,4.56
Steven Adams,7400,OKC,C,BOS,,34.00, , ,218,-105,108.5,108.5,54.23,19.45,33.13,4.48
Jusuf Nurkic,7500,POR,C,@ ORL,,27.00, , ,213.5,-170,108.75,108.75,51.82,19.17,33.63,4.48
Dennis Schroder,6700,OKC,SG,BOS,,33.00, , ,218,-105,108.5,108.5,51.92,22.49,30.03,4.48
LeBron James,12000,LAL,SF,DEN,,37.00, , ,234.5,125,116,116,76.86,24.41,53.3,4.44
Jonathon Simmons,3900,ORL,SF,POR,,24.00, , ,213.5,150,104.75,104.75,33.26,16.10,17.28,4.43
George Hill,5400,CLE,PG,@ DET,,28.00, , ,216.5,390,103.5,103.5,39.27,13.36,23.86,4.42
Evan Fournier,6300,ORL,SG,POR,,32.00, , ,213.5,150,104.75,104.75,44.03,16.46,27.76,4.41
Kentavious Caldwell-Pope,3900,LAL,SG,DEN,,22.00, , ,234.5,125,116,116,27.07,10.99,17.2,4.41
Jonathan Isaac,5500,ORL,SF,POR,,26.00, , ,213.5,150,104.75,104.75,44.26,17.64,24.17,4.39
Russell Westbrook,12500,OKC,PG,BOS,,36.00, , ,218,-105,108.5,108.5,70.38,21.80,54.77,4.38
