Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Cheick Diallo,3700,NOP,PF,SAS,,23.00,52.05,9,229,163,112.25,112.25,48.66,7.38,24.34,6.58
Mike Muscala,3500,PHI,C,@ DEN,,28.00,51.45,7,227,400,108.5,0.75,42.98,4.52,22.62,6.46
Jonah Bolden,3800,PHI,PF,@ DEN,,26.00,48.23,20,227,400,108.5,0.75,33.53,18.97,23.95,6.3
Will Barton,5200,DEN,SF,PHI,,33.00,46.93,20,227,-500,118.5,1.75,50.40,16.50,31.54,6.07
Corey Brewer,4000,PHI,SF,@ DEN,,31.00,31.58,2,227,400,108.5,0.75,48.46,8.07,24.24,6.06
Monte Morris,3500,DEN,SG,PHI,,28.00,49.94,15,227,-500,118.5,1.75,29.61,15.99,21.15,6.04
Rudy Gay,5800,SAS,SF,@ NOP,,33.00,48.77,22,229,-188,116.75,116.75,50.36,13.21,32.87,5.67
Elfrid Payton,5600,NOP,PG,SAS,,30.00,42.52,23,229,163,112.25,112.25,49.88,14.99,31.69,5.66
Darius Miller,3900,NOP,SF,SAS,,33.00,37.54,18,229,163,112.25,112.25,43.26,7.21,21.64,5.55
Jakob Poeltl,3600,SAS,C,@ NOP,,18.00,52.61,15,229,-188,116.75,116.75,39.78,4.14,19.9,5.53
Gary Harris,4300,DEN,SF,PHI,,28.00,46.93,20,227,-500,118.5,1.75,32.76,8.33,23.4,5.44
Tyreke Evans,5100,IND,SF,@ MEM,,28.00,41.08,2,202.5,-188,103.5, ,49.54,15.56,27.63,5.42
Shelvin Mack,3700,MEM,PG,IND,,24.00,36.51,2,202.5,163,99,-1.5,34.56,3.31,19.84,5.36
Jevon Carter,3500,MEM,PG,IND,,25.00,36.51,2,202.5,163,99,-1.5,25.90,13.99,18.5,5.29
Patty Mills,4000,SAS,PG,@ NOP,,26.00,48.50,30,229,-188,116.75,116.75,41.96,5.25,20.99,5.25
Evan Turner,4200,POR,SF,ATL,,26.00,51.65,30,224,-400,116.25,-3.25,35.08,6.38,22.01,5.24
Solomon Hill,3600,NOP,SF,SAS,,30.00,37.54,18,229,163,112.25,112.25,37.70,4.96,18.86,5.24
Paul Millsap,5700,DEN,PF,PHI,,30.00,48.67,21,227,-500,118.5,1.75,48.49,11.77,29.73,5.22
Taurean Prince,4700,ATL,SF,@ POR,,28.00,36.27,13,224,320,107.75,-1.25,43.53,6.27,24.51,5.21
T.J. McConnell,4300,PHI,PG,@ DEN,,24.00,38.44,6,227,400,108.5,0.75,41.56,4.61,22.26,5.18
C.J. McCollum,6800,POR,SG,ATL,,35.00,51.65,30,224,-400,116.25,-3.25,58.03,19.26,35.15,5.17
Derrick White,5600,SAS,PG,@ NOP,,35.00,48.50,30,229,-188,116.75,116.75,51.36,9.11,28.66,5.12
Maurice Harkless,3800,POR,SF,ATL,,23.00,42.64,30,224,-400,116.25,-3.25,38.38,7.07,19.2,5.05
