Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Cory Joseph,3600,IND,PG,MIN,,29.00,18.85,6,222,-143,112.5,-0.25,40.26,6.77,23.02,6.39
Bam Adebayo,4800,MIA,PF,@ HOU,,32.00,28.60,4,219,360,104.75, ,49.98,7.73,30.18,6.29
Dennis Schroder,5000,OKC,SG,PHI,,32.00,37.31,11,239,-175,121.5,-2,49.35,8.23,30.5,6.1
Markieff Morris,4100,OKC,PF,PHI,,28.00,33.23,23,239,-175,121.5,-2,47.31,6.79,23.75,5.79
Austin Rivers,3700,HOU,SG,MIA,,32.00,22.78,21,219,-450,114.25,0.5,42.16,4.87,21.09,5.7
Gerald Green,3700,HOU,SF,MIA,,24.00,23.06,2,219,-450,114.25,0.5,34.79,5.75,20.11,5.44
Clint Capela,7700,HOU,C,MIA,,35.00,28.04,2,219,-450,114.25,0.5,74.83,17.77,41.71,5.42
Kevin Love,7500,CLE,PF,@ NYK,,29.00,34.86,27,220,110,109,2,59.73,16.16,39.22,5.23
Gary Clark,3500,HOU,SF,MIA,,24.00,28.67,7,219,-450,114.25,0.5,25.55,13.80,18.25,5.21
Russell Westbrook,11600,OKC,PG,PHI,,36.00,37.31,11,239,-175,121.5,-2,84.18,32.89,60.13,5.18
Steven Adams,6800,OKC,C,PHI,,34.00,33.73,23,239,-175,121.5,-2,60.51,16.07,35.24,5.18
Royce O'Neale,4200,UTA,SF,@ DEN,,32.00,25.69,17,225,250,108.75,0.25,43.36,6.88,21.7,5.17
Dario Saric,4400,MIN,PF,@ IND,,27.00,24.47,2,222,125,109.5,0.75,34.44,10.04,22.72,5.16
Jerami Grant,5800,OKC,PF,PHI,,32.00,26.75,3,239,-175,121.5,-2,59.51,3.87,29.77,5.13
Stephen Curry,9300,GSW,PG,@ ORL,,35.00,41.74,25,226,-188,115.25,-1,81.31,17.63,47.66,5.12
Tobias Harris,7500,PHI,PF,@ OKC,,36.00,29.05,8,239,150,117.5,2,60.96,17.36,38.15,5.09
Ben Simmons,9000,PHI,PG,@ OKC,,35.00,17.76,1,239,150,117.5,2,64.21,27.16,45.41,5.05
Kyle O'Quinn,4600,IND,C,MIN,,18.00,33.22,22,222,-143,112.5,-0.25,46.42,4.64,23.22,5.05
Klay Thompson,7200,GSW,SG,@ ORL,,35.00,22.54,5,226,-188,115.25,-1,64.26,16.93,35.94,4.99
Mike Scott,4500,PHI,PF,@ OKC,,30.00,29.05,8,239,150,117.5,2,44.58,4.19,22.3,4.96
D.J. Augustin,4800,ORL,PG,GSW,,29.00,18.68,5,226,163,110.75,0.5,42.69,9.61,23.78,4.95
James Harden,11700,HOU,SG,MIA,,37.00,35.02,4,219,-450,114.25,0.5,80.96,41.98,57.83,4.94
Myles Turner,7300,IND,C,MIN,,30.00,33.22,22,222,-143,112.5,-0.25,70.41,12.00,36.05,4.94
Malik Beasley,3900,DEN,SG,UTA,,25.00,20.27,2,225,-300,116.25,1.25,37.73,5.77,19.22,4.93
Mitchell Robinson,7400,NYK,C,CLE,,31.00,34.82,26,220,-125,111,1,51.00,27.54,36.43,4.92
Bojan Bogdanovic,6000,IND,SF,MIN,,32.00,26.68,29,222,-143,112.5,-0.25,50.61,9.83,29.51,4.92
Will Barton,5200,DEN,SF,UTA,,30.00,29.38,26,225,-300,116.25,1.25,43.98,9.89,25.48,4.9
J.J. Redick,5800,PHI,SF,@ OKC,,34.00,23.01,26,239,150,117.5,2,47.87,12.07,28.39,4.89
Kyle Korver,3600,UTA,SG,@ DEN,,25.00,20.12,11,225,250,108.75,0.25,35.22,4.90,17.62,4.89
Jimmy Butler,8300,PHI,SG,@ OKC,,35.00,28.11,25,239,150,117.5,2,57.93,19.92,40.4,4.87
Wesley Matthews,4600,IND,SG,MIN,,32.00,26.68,29,222,-143,112.5,-0.25,40.75,10.06,22.12,4.81
