Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Mason Plumlee,4200,DEN,C,@ DET,,28.00,52.52,10,209.5,-143,106,-0.5,57.97,7.52,29.73,7.08
Torrey Craig,3600,DEN,SG,@ DET,,30.00,35.14,7,209.5,-143,106,-0.5,47.04,5.32,23.53,6.54
Frank Jackson,3900,NOP,PG,IND,,30.00,45.40,1,218,150,107.25,-1,33.31,18.84,23.79,6.1
Will Barton,5400,DEN,SF,@ DET,,32.00,45.76,15,209.5,-143,106,-0.5,52.78,10.61,30.58,5.66
Rondae Hollis-Jefferson,4300,BKN,PF,MIL,,24.00,44.14,3,230,260,111.25,1,48.06,6.01,24.04,5.59
Monte Morris,5800,DEN,SG,@ DET,,35.00,50.50,17,209.5,-143,106,-0.5,44.39,25.65,31.71,5.47
Jahlil Okafor,7500,NOP,C,IND,,32.00,50.90,4,218,150,107.25,-1,71.62,17.69,40.67,5.42
DeMar DeRozan,7800,SAS,SG,@ SAC,,35.00,44.19,10,231,-125,116.5,2,76.94,21.71,42.16,5.41
James Ennis,3800,HOU,SF,@ PHO,,29.00,34.64,5,227.5,-400,118,-0.75,40.90,6.02,20.46,5.38
Otto Porter,6600,WAS,SF,ATL,,33.00,42.65,30,230,-275,118.5,-1,64.47,12.94,35.46,5.37
Malik Beasley,4900,DEN,SG,@ DET,,35.00,35.14,7,209.5,-143,106,-0.5,51.16,7.82,26.06,5.32
Kenrich Williams,4900,NOP,PF,IND,,31.00,36.73,14,218,150,107.25,-1,36.18,19.54,25.84,5.27
De'Aaron Fox,7600,SAC,PG,SAS,,33.00,52.29,27,231,110,114.5,1.5,61.13,20.94,40.03,5.27
Austin Rivers,4200,HOU,SG,@ PHO,,27.00,46.15,29,227.5,-400,118,-0.75,43.94,5.17,21.98,5.23
Patty Mills,4100,SAS,PG,@ SAC,,29.00,46.10,28,231,-125,116.5,2,42.76,5.95,21.39,5.22
Bryn Forbes,4300,SAS,PG,@ SAC,,31.00,52.01,25,231,-125,116.5,2,36.63,6.15,22.35,5.2
Tyreke Evans,4900,IND,SF,@ NOP,,24.00,48.04,24,218,-175,110.75,1.5,46.69,12.37,25.46,5.2
Taurean Prince,4900,ATL,SF,@ WAS,,32.00,35.61,11,230,240,111.5,-2,46.39,7.98,25.42,5.19
Marco Belinelli,4500,SAS,SG,@ SAC,,27.00,40.25,28,231,-125,116.5,2,38.24,6.72,23.01,5.11
John Collins,7600,ATL,PF,@ WAS,,32.00,56.23,23,230,240,111.5,-2,71.13,15.39,38.66,5.09
Bojan Bogdanovic,5700,IND,SF,@ NOP,,33.00,35.11,12,218,-175,110.75,1.5,45.53,9.58,28.76,5.05
Willie Cauley-Stein,6100,SAC,C,SAS,,28.00,52.86,13,231,110,114.5,1.5,44.50,16.03,30.82,5.05
D'Angelo Russell,8500,BKN,SG,MIL,,34.00,46.05,3,230,260,111.25,1,67.21,20.72,42.81,5.04
Jarrett Allen,5700,BKN,C,MIL,,28.00,48.75,2,230,260,111.25,1,57.37,12.40,28.7,5.04
Trey Lyles,3700,DEN,PF,@ DET,,19.00,44.40,4,209.5,-143,106,-0.5,35.21,5.17,18.61,5.03
Tomas Satoransky ,6500,WAS,PG,ATL,,31.00,55.14,30,230,-275,118.5,-1,63.44,10.80,32.72,5.03
DeMarre Carroll,4800,BKN,SF,MIL,,29.00,38.80,24,230,260,111.25,1,48.10,6.21,24.06,5.01
Davis Bertans,3800,SAS,SF,@ SAC,,24.00,57.05,22,231,-125,116.5,2,37.74,4.97,18.88,4.97
Buddy Hield,6600,SAC,SG,SAS,,34.00,32.05,3,231,110,114.5,1.5,57.10,13.59,32.74,4.96
Cory Joseph,4500,IND,PG,@ NOP,,29.00,47.25,30,218,-175,110.75,1.5,36.49,9.47,22.17,4.93
Rudy Gay,6200,SAS,SF,@ SAC,,29.00,48.62,23,231,-125,116.5,2,45.35,12.30,30.52,4.92
Bradley Beal,9300,WAS,SG,ATL,,36.00,51.93,30,230,-275,118.5,-1,67.82,24.07,45.67,4.91
D.J. Wilson,3500,MIL,PF,@ BKN,,18.00,47.93,18,230,-300,118.75,1.5,34.28,4.29,17.15,4.9
Kenneth Faried,8000,HOU,PF,@ PHO,,35.00,60.60,28,227.5,-400,118,-0.75,60.89,20.49,39.03,4.88
Cheick Diallo,3800,NOP,PF,IND,,16.00,50.90,4,218,150,107.25,-1,36.80,5.58,18.41,4.84
Deandre Ayton,7400,PHO,C,HOU,,30.00,55.39,22,227.5,320,109.5,-1.25,50.12,28.35,35.8,4.84
Treveon Graham,3500,BKN,SG,MIL,,29.00,38.80,24,230,260,111.25,1,26.89,5.31,16.9,4.83
Darren Collison,6500,IND,PG,@ NOP,,32.00,47.25,30,218,-175,110.75,1.5,51.21,14.44,31.4,4.83
Myles Turner,7100,IND,C,@ NOP,,30.00,56.11,19,218,-175,110.75,1.5,66.62,10.44,34.11,4.8
Jrue Holiday,9100,NOP,SG,IND,,37.00,45.40,1,218,150,107.25,-1,65.10,21.25,43.72,4.8
Domantas Sabonis,6200,IND,PF,@ NOP,,25.00,52.60,11,218,-175,110.75,1.5,55.63,4.35,29.62,4.78
James Harden,13800,HOU,SG,@ PHO,,38.00,51.19,21,227.5,-400,118,-0.75,92.06,45.97,65.76,4.77
Richaun Holmes,4400,PHO,PF,HOU,,18.00,55.39,22,227.5,320,109.5,-1.25,41.92,4.42,20.97,4.77
Khris Middleton,6800,MIL,SG,@ BKN,,33.00,43.74,9,230,-300,118.75,1.5,47.69,12.78,32.44,4.77
Trevor Ariza,6100,WAS,SF,ATL,,33.00,42.65,30,230,-275,118.5,-1,42.85,9.02,28.99,4.75
Eric Bledsoe,7300,MIL,PG,@ BKN,,31.00,49.33,14,230,-300,118.75,1.5,68.85,14.61,34.53,4.73
Malcolm Brogdon,6000,MIL,SG,@ BKN,,32.00,49.33,14,230,-300,118.75,1.5,52.51,9.97,28.4,4.73
Giannis Antetokounmpo,11600,MIL,SF,@ BKN,,34.00,47.93,18,230,-300,118.75,1.5,76.72,31.78,54.8,4.72
