Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Terry Rozier,4500,BOS,PG,CLE,,32.00,47.89,23,212.5,-1600,113.75,-2.5,55.24,9.84,31.53,7.01
Zaza Pachulia,4200,DET,C,@ NOP,,30.00,52.98,15,222.5,180,108.75,108.75,51.04,9.47,28.45,6.77
Jaylen Brown,4300,BOS,SG,CLE,,28.00,37.57,18,212.5,-1600,113.75,-2.5,53.15,6.04,26.59,6.18
Jahlil Okafor,5500,NOP,C,DET,,30.00,52.15,11,222.5,-214,113.75,113.75,57.81,13.99,32.77,5.96
Aron Baynes,3700,BOS,C,CLE,,23.00,51.92,8,212.5,-1600,113.75,-2.5,43.74,4.38,21.88,5.91
Noah Vonleh,5400,NYK,PF,HOU,,32.00,46.23,10,227,300,109.5,-0.75,54.26,14.49,31.71,5.87
Fred VanVleet,4600,TOR,PG,@ IND,,32.00,36.83,2,217,210,105.5,105.5,50.67,7.12,26.67,5.8
Kenneth Faried,5000,HOU,PF,@ NYK,,27.00,57.09,25,227,-350,117.5,0.25,56.73,2.84,28.38,5.68
Daniel Theis,3600,BOS,PF,CLE,,19.00,51.92,8,212.5,-1600,113.75,-2.5,37.45,5.09,19.71,5.48
Gordon Hayward,4900,BOS,SF,CLE,,26.00,47.96,16,212.5,-1600,113.75,-2.5,53.45,8.66,26.74,5.46
Corey Brewer,3900,PHI,SF,SAS,,30.00,31.37,2,224.5,-133,113.25,113.25,41.94,6.00,20.98,5.38
Darius Miller,3500,NOP,SF,DET,,29.00,35.22,9,222.5,-214,113.75,113.75,37.52,6.25,18.77,5.36
Ante Zizic,5400,CLE,C,@ BOS,,30.00,52.09,10,212.5,1000,98.75,-1,56.85,2.84,28.44,5.27
Marcus Morris,5300,BOS,PF,CLE,,29.00,37.57,18,212.5,-1600,113.75,-2.5,47.21,10.22,27.77,5.24
Derrick Jones,4100,MIA,SF,LAC,,24.00,32.85,6,215.5,-214,110.5,110.5,42.90,6.61,21.46,5.23
Zach LaVine,7100,CHI,SG,ATL,,34.00,56.00,30,224,-118,112.75,1,56.89,18.11,37.04,5.22
Jayson Tatum,6500,BOS,PF,CLE,,32.00,47.96,16,212.5,-1600,113.75,-2.5,50.16,15.49,33.82,5.2
Rudy Gay,5500,SAS,SF,@ PHI,,29.00,48.56,20,224.5,115,111.25,111.25,42.44,11.51,28.56,5.19
Eric Gordon,5300,HOU,SG,@ NYK,,32.00,47.55,22,227,-350,117.5,0.25,45.79,9.36,27.45,5.18
Taurean Prince,4400,ATL,SF,@ CHI,,26.00,38.70,25,224,105,111.25,1.5,40.30,8.08,22.69,5.16
Bobby Portis,5400,CHI,PF,ATL,,24.00,57.83,25,224,-118,112.75,1,55.29,5.12,27.66,5.12
Pascal Siakam,6700,TOR,PF,@ IND,,34.00,54.32,16,217,210,105.5,105.5,54.14,16.88,34.31,5.12
Dwyane Wade,4900,MIA,SG,LAC,,24.00,48.18,24,215.5,-214,110.5,110.5,40.23,7.53,24.94,5.09
Kris Dunn,7400,CHI,PG,ATL,,33.00,56.00,30,224,-118,112.75,1,64.80,21.40,37.61,5.08
DeMarre Carroll,4500,BKN,SF,ORL,,28.00,32.60,2,218,-214,111.5,111.5,45.58,5.88,22.8,5.07
Lauri Markkanen,6900,CHI,PF,ATL,,33.00,52.97,29,224,-118,112.75,1,64.02,17.41,34.83,5.05
Kyle Lowry,7500,TOR,PG,@ IND,,34.00,45.85,1,217,210,105.5,105.5,65.58,18.41,37.8,5.04
Serge Ibaka,6700,TOR,PF,@ IND,,32.00,45.72,5,217,210,105.5,105.5,57.02,13.56,33.56,5.01
