Name,Salaries,Team,Position,Opponent,Projected Minues,,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K
Fred VanVleet,4500,TOR,PG,@ ATL,,32.00,23.61,22,232.5,-275,119.75, ,57.95,8.14,30.5,6.78
Julian Washburn,3500,MEM,SF,@ OKC,,32.00,26.68,24,215,800,100.75,100.75,31.21,15.49,22.29,6.37
OG Anunoby,3500,TOR,SF,@ ATL,,26.00,32.27,30,232.5,-275,119.75, ,39.73,5.78,21.63,6.18
Jaren Jackson,6500,MEM,PF,@ OKC,,36.00,25.51,5,215,800,100.75,100.75,56.03,27.81,40.02,6.16
Pascal Siakam,6500,TOR,PF,@ ATL,,35.00,27.56,8,232.5,-275,119.75, ,63.01,19.65,39.93,6.14
Serge Ibaka,6700,TOR,PF,@ ATL,,33.00,36.58,27,232.5,-275,119.75, ,67.62,16.08,39.8,5.94
JaVale McGee,4600,LAL,C,@ BOS,,23.00,34.96,26,227,320,109.25,109.25,52.35,6.55,26.19,5.69
Danny Green,4200,TOR,SG,@ ATL,,32.00,32.27,30,232.5,-275,119.75, ,36.88,8.10,23.76,5.66
Ivan Rabb,6300,MEM,PF,@ OKC,,34.00,36.10,28,215,800,100.75,100.75,53.08,18.04,34.11,5.41
Andrew Wiggins,6000,MIN,SG,@ ORL,,36.00,24.36,9,215.5,138,106,106,48.65,12.41,31.82,5.3
Lance Stephenson,3700,LAL,SF,@ BOS,,23.00,26.68,21,227,320,109.25,109.25,38.42,3.91,19.57,5.29
Patrick Beverley,5100,LAC,PG,@ IND,,35.00,19.82,11,220.5,240,107,107,47.29,9.99,26.63,5.22
Taj Gibson,4100,MIN,PF,@ ORL,,26.00,35.55,27,215.5,138,106,106,36.74,8.69,21.15,5.16
Al-Farouq Aminu,4800,POR,PF,SAS,,30.00,26.36,22,226,-250,116,-0.25,36.44,7.02,24.79,5.16
Aaron Gordon,7000,ORL,PF,MIN,,35.00,30.69,15,215.5,-160,109.5,109.5,61.49,14.47,35.81,5.12
Kyle Lowry,7900,TOR,PG,@ ATL,,35.00,42.00,26,232.5,-275,119.75, ,69.66,19.55,40.15,5.08
Marcus Morris,5300,BOS,PF,LAL,,29.00,25.98,19,227,-400,117.75,117.75,45.50,9.30,26.81,5.06
Montrezl Harrell,8000,LAC,PF,@ IND,,35.00,28.00,11,220.5,240,107,107,71.14,11.82,40.19,5.02
Norman Powell,3800,TOR,SF,@ ATL,,24.00,20.80,15,232.5,-275,119.75, ,38.04,5.20,19.03,5.01
Myles Turner,7700,IND,C,LAC,,30.00,35.13,29,220.5,-275,113.5,113.5,75.21,12.82,38.51,5
Terrence Ross,5500,ORL,SG,MIN,,29.00,26.91,29,215.5,-160,109.5,109.5,54.85,6.91,27.44,4.99
Trae Young,7100,ATL,PG,TOR,,32.00,33.67,1,232.5,240,112.75,2,49.41,27.95,35.29,4.97
Davis Bertans,4300,SAS,SF,@ POR,,30.00,28.86,13,226,210,110,-1.25,42.40,6.91,21.21,4.93
Rajon Rondo,6100,LAL,PG,@ BOS,,34.00,21.29,16,227,320,109.25,109.25,45.36,9.65,30.06,4.93
Josh Okogie,3600,MIN,SG,@ ORL,,26.00,24.36,9,215.5,138,106,106,24.64,12.23,17.6,4.89
Damian Lillard,9600,POR,PG,SAS,,36.00,38.29,14,226,-250,116,-0.25,77.65,24.80,46.89,4.88
John Collins,7400,ATL,PF,TOR,,30.00,29.66,4,232.5,240,112.75,2,65.54,14.25,35.99,4.86
Nikola Vucevic,9600,ORL,C,MIN,,34.00,31.95,21,215.5,-160,109.5,109.5,74.00,19.32,46.66,4.86
D.J. Augustin,4800,ORL,PG,MIN,,29.00,18.95,6,215.5,-160,109.5,109.5,41.75,9.40,23.26,4.85
Rudy Gay,6000,SAS,SF,@ POR,,30.00,37.62,29,226,210,110,-1.25,44.47,11.67,29.03,4.84
Jerryd Bayless,5700,MIN,PG,@ ORL,,35.00,24.36,9,215.5,138,106,106,50.07,9.19,27.6,4.84
Thaddeus Young,6500,IND,PF,LAC,,32.00,33.07,25,220.5,-275,113.5,113.5,46.33,14.93,31.24,4.81
