"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"29773-40199","SF","Giannis","Giannis Antetokounmpo","Antetokounmpo","53.837501525878906","8","12800","MIL@POR","MIL","POR","","","","",""
"29773-12332","PG","John","John Wall","Wall","41.93333265516493","9","10400","WAS@DAL","WAS","DAL","","","","",""
"29773-20848","PG","Damian","Damian Lillard","Lillard","43.95","10","10100","MIL@POR","POR","MIL","","","","",""
"29773-14507","PG","Kemba","Kemba Walker","Walker","42.86000061035156","10","9200","ATL@CHA","CHA","ATL","","","","",""
"29773-15595","SG","Bradley","Bradley Beal","Beal","37.388888888888886","9","8800","WAS@DAL","WAS","DAL","","","","",""
"29773-9561","C","DeAndre","DeAndre Jordan","Jordan","37.422220865885414","9","8600","WAS@DAL","DAL","WAS","","","","",""
"29773-84673","C","Deandre","Deandre Ayton","Ayton","37.18889024522569","9","8500","BKN@PHO","PHO","BKN","","","","",""
"29773-58460","SG","Devin","Devin Booker","Booker","37.73333231608073","6","8100","BKN@PHO","PHO","BKN","","","","",""
"29773-84669","SG","Luka","Luka Doncic","Doncic","33.81110975477431","9","8100","WAS@DAL","DAL","WAS","","","","",""
"29773-23798","SG","Caris","Caris LeVert","LeVert","34.820001220703126","10","8000","BKN@PHO","BKN","PHO","","","","",""
"29773-55057","C","Jusuf","Jusuf Nurkic","Nurkic","32.470001220703125","10","7600","MIL@POR","POR","MIL","","","","",""
"29773-84671","PG","Trae","Trae Young","Young","33.366665310329864","9","7500","ATL@CHA","ATL","CHA","","","","",""
"29773-16261","SG","Khris","Khris Middleton","Middleton","33.855556911892364","9","7200","MIL@POR","MIL","POR","","","","",""
"29773-12355","PG","Eric","Eric Bledsoe","Bledsoe","31.22222222222222","9","7100","MIL@POR","MIL","POR","","","","",""
"29773-9660","C","Dwight","Dwight Howard","Howard","29.049999237060547","2","6800","WAS@DAL","WAS","DAL","","","","",""
"29773-58312","PG","D'Angelo","D'Angelo Russell","Russell","28.25","10","6800","BKN@PHO","BKN","PHO","","","","",""
"29773-9809","SF","Nicolas","Nicolas Batum","Batum","27.95","10","6700","ATL@CHA","CHA","ATL","","","","",""
"29773-19067","SG","CJ","C.J. McCollum","McCollum","27.75","10","6700","MIL@POR","POR","MIL","","","","",""
"29773-80821","C","Jarrett","Jarrett Allen","Allen","28.689999389648438","10","6700","BKN@PHO","BKN","PHO","","","","",""
"29773-66236","PF","John","John Collins","Collins","24.930667317708334","75","6600","ATL@CHA","ATL","CHA","O","Ankle","","",""
"29773-23572","SF","Taurean","Taurean Prince","Prince","27.52222188313802","9","6500","ATL@CHA","ATL","CHA","O","Ankle","","",""
"29773-80814","PG","Dennis","Dennis Smith Jr.","Smith Jr.","25.575000762939453","8","6500","WAS@DAL","DAL","WAS","","","","",""
"29773-19781","SG","Kent","Kent Bazemore","Bazemore","27.88888888888889","9","6400","ATL@CHA","ATL","CHA","","","","",""
"29773-15628","SF","Otto","Otto Porter","Porter Jr.","23.5","8","6100","WAS@DAL","WAS","DAL","","","","",""
"29773-15946","SF","Harrison","Harrison Barnes","Barnes","23.5","5","6000","WAS@DAL","DAL","WAS","","","","",""
